p_exposure,late_x,x_cate,pe_times_late,treatment,conversion,exposure
0.5334663391113281,0.0198732911413487,0.0127096509570076,0.0106017318712688,1,0,0
0.0473853796720504,0.0393572948403363,0.0031985545806914,0.0018649603588741,1,0,0
0.0098286448046565,0.0282102507521265,0.0004320532228669,0.0002772685344929,1,0,0
0.0604666210711002,0.02645271625441,0.0005231899385455,0.0015995063700567,1,0,0
0.0092927403748035,0.0251190770543962,0.0004336510134664,0.0002334250615211,1,0,0
0.0076113422401249,0.0253932403845057,0.0004336484036873,0.0001932766431522,1,0,0
0.0055431388318538,0.0304964653516012,0.0004320276911954,0.0001690461413247,1,0,0
0.021123195067048,0.0306827860030892,0.0009753977500859,0.0006481184739437,0,0,0
0.0107511868700385,0.0196621385275311,0.0004997615610956,0.000211391325574,1,0,0
0.0463194251060485,0.0227507029463521,0.0005176014382931,0.0010537994812335,1,0,0
0.119049459695816,0.090204716499142,0.0244753364966563,0.0107388227612371,1,0,0
0.6755270957946777,0.0083175461348171,0.0025626763308929,0.0056187277845912,1,0,0
0.0133340274915099,0.0265821203563633,0.0006432775481397,0.0003544467236143,1,0,0
0.0294055696576833,0.0183176230766666,0.0004940106669623,0.0005386401413441,1,0,0
0.0098286448046565,0.0280003937276287,0.0004540498047431,0.0002752059243393,1,0,0
0.0035459203645586,0.0461102062701784,0.0027281509649738,0.0001635031194274,1,0,0
0.0723181888461113,0.0415557521889181,0.0046155339106895,0.0030052367344403,1,0,0
0.0150658478960394,0.0169213406736968,0.0004940247761189,0.0002549343447869,1,0,0
0.1052647531032562,0.0515100056954522,0.0084542467409401,0.0054221880318791,0,0,0
0.0108848437666893,0.0068409653108356,0.0006835145067939,7.44628386217e-05,1,0,0
0.0131561793386936,0.0248688047037986,0.000433653395793,0.0003271784546221,1,0,0
0.1104111969470977,0.0583781061772273,0.0129776123573622,0.0064455965785324,1,0,0
0.024611284956336,0.0543270539606191,0.0053277981817485,0.001337058605863,1,0,0
0.0094536263495683,0.0279679995599813,0.0004977427727161,0.0002643990175849,0,0,0
0.0957388654351234,0.0025288225402098,0.0006346224143816,0.0002421066008864,1,0,0
0.0198759064078331,0.0226971316485792,0.000492321733323,0.0004511260643734,1,0,0
0.0098286448046565,0.028193208404767,0.0004363901721549,0.0002771010313141,1,0,0
0.0051804720424115,0.030563040261985,0.0004320269476635,0.0001583309756083,1,0,0
0.1058398857712745,0.0484471781350104,0.0050313137492905,0.00512764379975,1,0,0
0.0121530247852206,0.0035918686674961,0.0006674550227722,4.36520689413e-05,1,0,0
0.0945465266704559,0.0017468243467694,0.0006925803804768,0.0001651561746904,0,0,0
0.060545589774847,0.0075248441460972,0.0006664033531705,0.0004555961267892,1,0,0
0.0355602316558361,0.0139274545759669,0.0005915830045097,0.0004952635110975,1,0,0
0.0145442634820938,0.0237355198974853,0.000492309523611,0.0003452156552735,1,0,0
0.0092678908258676,0.0277992318132481,0.0004422304018452,0.0002576402454881,0,0,0
0.0198657382279634,0.0206136011588848,0.0008690605849996,0.000409504404558,0,0,0
0.0073939482681453,0.0310706867970108,0.0004320212780038,0.0002297350508328,1,0,0
0.0774719566106796,0.0436719804607886,0.0051377125976273,0.0033833537753606,1,0,0
0.035070389509201,0.0380217864626283,0.0024440333593121,0.00133343886108,0,0,0
0.5355972051620483,0.0321145311946942,0.0153028460932087,0.0172004531529676,1,0,0
0.6936557292938232,0.0308881610574096,0.0770598076994032,0.0214257498848225,1,0,0
0.006978154182434,0.0274873992119791,0.0004977484854503,0.0001918113097753,1,0,0
0.1347918957471847,0.0288943111717103,0.0011630555755278,0.0038947189791439,1,0,0
0.0198759064078331,0.0227783318384858,0.0004923207785684,0.0004527399917483,1,0,0
0.3323264122009277,0.0324837705055615,0.0014717833836579,0.0107952149068715,1,0,0
0.0083312150090932,0.0307409182978635,0.0004320249610465,0.0002561091999164,1,0,0
0.0217639971524477,0.028200177583873,0.0018545780605573,0.0006137485846339,1,0,0
0.0195816345512866,0.031726902984971,0.0004568763785182,0.0006212646196958,1,0,0
0.1648129820823669,0.0555049088910282,0.0089612455411727,0.0091479295545404,1,0,0
0.0833800584077835,0.0475567865178951,0.0054672144882095,0.0039652876375485,1,0,0
0.0979586914181709,0.0229552495578931,0.0005175989785235,0.0022486662078687,1,0,0
0.0202685240656137,0.0217849136103138,0.0007688764599511,0.0004415480457779,1,0,0
0.011915560811758,0.0232617334107779,0.0007687035445814,0.000277176599043,1,0,0
0.0547956526279449,0.0378706927213008,0.0031493398636593,0.002075149323136,1,0,0
0.0285136178135871,0.0319051722347564,0.0011144347929407,0.0009097318873785,1,0,0
0.1273927092552185,0.0834421337815856,0.0128866373931515,0.0106299194884725,1,0,0
0.0098286448046565,0.0282649533463265,0.0004320526120026,0.0002778061868612,1,0,0
0.2535029053688049,0.0295620008866313,0.0088388223075443,0.0074940531132762,1,0,0
0.8954567313194275,0.0240664233081416,0.055009882049859,0.0215504407500582,1,0,0
0.1261047720909118,0.0241993567272549,0.0013669136909327,0.0030516543648371,1,0,0
0.0202685240656137,0.0237541097467465,0.0006434403824526,0.0004814607450591,1,0,0
0.2854876518249511,0.0056829056792416,0.005966488762958,0.0016223993979093,1,0,0
0.1010516509413719,0.0081097336602309,0.0006061889789197,0.0008195019750611,1,0,0
0.0086986618116498,0.0276043103187615,0.0004422322770704,0.0002401205600067,1,0,0
0.3980886936187744,0.0034189079455557,0.0036266655106978,0.0013610285976491,1,0,0
0.0161308590322732,0.0215809914770277,0.0004992805144078,0.0003481199312926,1,0,0
0.5787193179130554,0.0434594038293739,0.0018009721241582,0.0251507965410433,1,0,0
0.0460239462554454,0.0395808610449866,0.0048729859650512,0.0018216674214787,1,0,0
0.0208287704735994,0.0303623598908386,0.0017713487176443,0.0006324106252031,1,0,0
0.0608011856675148,0.0418966889996296,0.0047896869532632,0.0025473683667206,1,0,0
0.0665532350540161,0.0007724784842003,0.0006928273294057,5.14109421331e-05,1,0,0
0.0634440183639526,0.0385074951899167,0.0031495553569208,0.0024430702319788,0,0,0
0.0747688710689544,0.0470149602479991,0.0048813171830526,0.0035152555010946,1,0,0
0.4541157484054565,0.0451450764789251,0.0254516661643679,0.0205010901920486,1,0,0
0.0117209758609533,0.0224720927475234,0.0007835337392451,0.0002633948566388,1,0,0
0.0113895889371633,0.0245081812090896,0.0005078616260938,0.000279138109569,0,0,0
0.0613107979297637,0.0415591718992075,0.003360962626446,0.0025480259904406,1,0,0
0.0196547601372003,0.0246585424596045,0.0006434372282346,0.0004846577373764,1,0,0
0.0342600494623184,0.0175415485973939,0.0004933437259171,0.0006009743225923,1,0,0
0.2611945867538452,0.0588943351657019,0.0240459315518983,0.0153828815357479,1,0,0
0.5862497091293335,0.0126072220933036,0.0032788486700618,0.0073909802851281,1,0,0
0.0114749725908041,0.0288475805115466,0.0004320461056913,0.000331025195681,1,0,0
0.020167039707303,0.0268608379523331,0.0004336344328899,0.0005417035855561,0,0,0
0.0207372456789016,0.0202927832519632,0.0005022952053759,0.0004208164318046,0,0,0
0.0135774426162242,0.0252503616552589,0.0004977750744639,0.0003428353364131,1,0,0
0.0168600603938102,0.0207172816084784,0.0004930276642468,0.0003492946191145,1,0,0
0.0939169898629188,0.0066692047937705,0.0006792774689122,0.0006263516390102,1,0,0
0.0098286448046565,0.028155666542215,0.0004540482895665,0.0002767320456817,1,0,0
0.0107355322688817,0.0283357064881876,0.000432051821899,0.0003041988913655,1,0,0
0.0266592055559158,0.0208469994054301,0.0004930261438421,0.0005557644423734,0,0,0
0.0759992972016334,0.0094907165892929,0.0006892287841783,0.0007212877907261,1,0,0
0.0415465533733367,0.0355412323406155,0.0024831118084394,0.0014766157063935,1,0,0
0.0202685240656137,0.0232166353662671,0.0007108198202603,0.0004705669326437,1,0,0
0.9078495502471924,0.038536462267496,0.0632952990119422,0.0349853099376642,1,0,0
0.0144085390493273,0.0185644091260384,0.0004936930249363,0.0002674860138202,1,0,0
0.0887457057833671,0.0770082370607383,0.008460950889904,0.006834150349088,1,0,0
0.5345274209976196,0.0064856826615901,0.0091309154376763,0.0034667752265087,1,0,0
0.0167583134025335,0.0178050032916725,0.0005921840230632,0.0002983818252949,1,0,0
0.0462717600166797,0.0035577464243924,0.0006432575571359,0.0001646231887496,0,0,0
0.0138422632589936,0.028036420684903,0.0006116264975491,0.0003880875159603,1,0,0
0.6656482219696045,0.063848241291589,0.0837126665786373,0.0425004682916325,1,0,0
0.102818340063095,0.061578879238577,0.009974233826014,0.0063314381462562,1,0,0
0.179253801703453,0.0367456632517956,0.0012055227001536,0.0065867998339992,1,0,0
0.0280321836471557,0.0231936726989039,0.0004992639966903,0.0006501692925476,1,0,0
0.4375515878200531,0.0195322024394659,0.0016774904376343,0.008546346191011,1,0,0
0.0208071898669004,0.0318155748450934,0.0004568753624763,0.0006619927065264,0,0,0
0.9212541580200196,0.0074989259238134,0.0450365639805229,0.0069084166879972,1,0,1
0.0370716303586959,0.0372505959760135,0.0030211673702508,0.0013809403246639,1,0,0
0.0098286448046565,0.027958682385506,0.0004540502117668,0.0002747959583733,1,0,0
0.0166109669953584,0.0216726113793713,0.0004992795760381,0.0003600030323259,0,0,0
0.0112059991806745,0.0162461046439665,0.0004940315988727,0.0001820538353294,1,0,0
0.0142083466053009,0.0272861137668168,0.0004336303842752,0.0003876905619106,0,0,0
0.0091557474806904,0.0297544836153288,0.0004320359777319,0.0002724245384002,1,0,0
0.5969609022140503,0.0327494857216927,0.01780121101961,0.0195501625434678,1,0,0
0.0112059991806745,0.0161077122496602,0.0004940329971941,0.0001805030102722,1,0,0
0.0107355322688817,0.0285836367056566,0.0004320490532279,0.0003068605542155,0,0,0
0.3881179690361023,0.0200934901018834,0.0157164916441214,0.00779864456919,1,0,0
0.0699562951922416,0.0066241992800044,0.0006791312164857,0.0004634044402442,1,0,0
0.0567253902554512,0.0042262961621746,0.0006550103127944,0.0002397382991344,1,0,0
0.0134527683258056,0.0249479186515049,0.0004336526427157,0.0003356185698297,1,0,0
0.0602106116712093,0.0111068347014176,0.0006882204071913,0.0006687493111033,0,0,0
0.0459050089120864,0.0114863005316209,0.0006975094935941,0.0005272787282709,1,0,0
0.0112059991806745,0.0162383276967914,0.0004940316774515,0.0001819666868657,1,0,0
0.0384855531156063,0.0170201252408323,0.0005921940849201,0.0006550289339903,1,0,0
0.0215554684400558,0.0267327797769531,0.0004336356519827,0.000576237590797,0,0,0
0.223910853266716,0.0387576224683358,0.0012054802335985,0.0086782523174743,1,0,0
0.8958017230033875,0.0806906579440517,0.3339776597717776,0.0722828304165585,1,0,1
0.7275616526603699,0.0203000567410596,0.0041594534140031,0.0147695428316246,1,0,0
0.5847797989845276,0.0242860005324555,0.0195020619839034,0.0142019625095074,1,0,0
0.0125547125935554,0.018308660343412,0.0004936956135826,0.0002298599685845,1,0,0
0.1310145854949951,0.1328928810727151,0.0648826560175417,0.0174109057289774,1,0,0
0.0112790949642658,0.0051472025248829,0.000679299023864,5.80557860784e-05,1,0,0
0.0053338063880801,0.0306567467722296,0.0004320259011119,0.0001635171517714,0,0,0
0.0132593689486384,0.0246988845078668,0.0007106537317463,0.0003274916223096,0,0,0
0.168505772948265,0.0277292518963412,0.0401501998925723,0.0046725390240701,1,0,0
0.0503296665847301,0.0135457613044476,0.0005936005329586,0.0006817536500891,1,0,0
0.0210253447294235,0.0203923431942401,0.0004930314727601,0.0004287560454996,1,0,0
0.0784115344285965,0.047135995815707,0.0061185124075047,0.0036960057587294,1,0,0
0.0114749725908041,0.0287984315183694,0.0004320466545553,0.0003304612123314,1,0,0
0.0218307450413703,0.0221877520292918,0.0004923277225328,0.0004843751575926,0,0,0
0.6104561686515808,0.0356212059092321,0.0457382424940576,0.0217451848820988,1,0,0
0.0454069785773754,0.037272127087561,0.0029694570905295,0.001692414676198,1,0,0
0.1063576117157936,0.0907126854273841,0.0667744681867194,0.0096479845743826,1,0,0
0.0092678908258676,0.027760492060464,0.0004422307745391,0.0002572812096887,1,0,0
0.0441935919225215,0.0397543510036385,0.0039692801352017,0.0017568875653994,1,0,0
0.0482258945703506,0.0351054024437953,0.0029694841160633,0.0016929894371042,1,0,0
0.0098286448046565,0.0282817297629394,0.0004320524246599,0.0002779710763012,1,0,0
0.1157311201095581,0.029117551372229,0.0013853726155503,0.0033698068351556,1,0,0
0.144027978181839,0.0131487159855845,0.0042490762696525,0.0018937829790909,1,0,0
0.0915652215480804,0.0037974628178438,0.0006921742215968,0.0003477155242364,0,0,0
0.0300034452229738,0.0334376739873796,0.0011144265527555,0.001003245419864,1,0,0
0.0201317407190799,0.0215347406407487,0.0007688774140667,0.0004335318150321,1,0,0
0.0132201220840215,0.0252193857324227,0.000497775442616,0.0003334033582666,0,0,0
0.006978154182434,0.02748655459764,0.0004977484954898,0.0001918054159262,1,0,0
0.0465836003422737,0.0146293406787071,0.0005917820446487,0.0006814873594478,1,0,0
0.015494997613132,0.015496785201573,0.0004943117017588,0.0002401226497095,1,0,0
0.0099990265443921,0.0251686983686153,0.0004983115149362,0.0002516624830755,0,0,0
0.0098286448046565,0.028175651717194,0.0004363903633333,0.000276928472868,1,0,0
0.0147245321422815,0.016506967211283,0.0004940289630808,0.0002430573692741,1,0,0
0.0160065405070781,0.0287712396007775,0.0008529070186955,0.0004605280121086,1,0,0
0.0998288542032241,0.0647825316036281,0.0150004310846019,0.0064671659023743,1,0,0
0.0315557904541492,0.0299056868152629,0.0011146812572056,0.0009436975865298,1,0,0
0.0083918338641524,0.022301289641904,0.0004992731370026,0.0001871487176312,1,0,0
0.0202685240656137,0.0238757565263474,0.0006434399582102,0.000483926345739,0,0,0
0.0608582533895969,0.0108580940786705,0.0006781392079913,0.0006608046407678,1,0,0
0.0266186706721782,0.0319933107736389,0.0024008916800203,0.0008516194031961,1,0,0
0.6777632832527161,0.040277437692903,0.027354396117875,0.0272985684117486,1,0,0
0.4275335371494293,0.0075421472290662,0.0046762725745223,0.0032245208825444,1,0,1
0.0055431388318538,0.0304909821782374,0.0004320277524333,0.0001690157473335,1,0,0
0.0550320632755756,0.0062238759639049,0.0006665672204589,0.0003425127358649,0,0,0
0.0239285342395305,0.0216985632941223,0.0004997407544734,0.000519214814732,1,0,0
0.1135370880365371,0.079236482415064,0.0192247631548394,0.0089962794796646,1,0,0
0.0206287708133459,0.0232107762905311,0.0004983347286913,0.0004788097844972,1,0,0
0.0358124487102031,0.0137412953653425,0.0005915853993445,0.000492109435483,1,0,0
0.024004615843296,0.0291282678470399,0.0009756253820015,0.0006992128798488,1,0,0
0.1032646298408508,0.0528794673361834,0.0076175483323434,0.0054605786206523,1,0,0
0.068859651684761,0.0151238566985916,0.0029907854036997,0.0010414235043952,1,0,0
0.0184988994151353,0.0247419700185831,0.0004983165745686,0.000457699214706,1,0,0
0.0297996420413255,0.003078090926462,0.0018173000438938,9.17260077792e-05,1,0,0
0.0154530871659517,0.0194887989956977,0.0004997633320427,0.0003011621096402,1,0,0
0.013464855030179,0.0270199304668727,0.0008921883290257,0.0003638194466619,1,0,0
0.0611930750310421,0.049595254525757,0.0039052402915056,0.0030348861313782,1,0,0
0.0240558683872222,0.0261682682212904,0.0004336410259425,0.0006295004162528,1,0,0
0.0373185016214847,0.0259710656294651,0.0004983020011211,0.0009692012548048,1,0,0
0.0083918338641524,0.0223282833966653,0.0004992728605229,0.0001873752447365,1,0,0
0.1908446550369262,0.0055199297296667,0.0024829693470289,0.0010534490850863,1,0,0
0.8839383125305176,0.0297088990938617,0.0804298742035079,0.0262608341321675,1,0,1
0.0554778985679149,0.0117210874148927,0.0006880302770363,0.000650261298709,1,0,0
0.0188880804926157,0.0202794285877638,0.0008690613838675,0.0003830394795099,0,0,0
0.1036586761474609,0.0512877338953278,0.0081468314816794,0.0053164185981929,1,0,0
0.1381225734949112,0.0017634745441835,0.003424199455053,0.0002435756423354,1,0,0
0.048348419368267,0.0383231894492009,0.0028991503748947,0.0018528656350195,1,0,0
0.0092927403748035,0.025198423837345,0.0004336502581629,0.0002341624105747,1,0,0
0.7329645752906799,0.03884190756086,0.0530039027107117,0.0284697422788256,0,0,0
0.0095314122736454,0.025072221846766,0.0004336514594805,0.0002389736830378,1,0,0
0.5170146226882935,0.0078744355656275,0.0082875553974983,0.0040711983328461,1,0,0
0.1415873169898986,0.109123667905578,0.0859541676609637,0.0154505273588475,1,0,0
0.4268690049648285,0.0105664726938433,0.0016843853966996,0.0045104996848089,1,0,1
0.0098286448046565,0.0282395920630562,0.0004320528952125,0.0002775569198161,1,0,0
0.0104173989966511,0.0271922405965644,0.0004977519938297,0.0002832724199073,0,0,0
0.4543278217315674,0.0375195929784616,0.0174406708300453,0.0170461949501594,1,0,0
0.6786930561065674,0.0017263898314641,0.0038353014790725,0.0011716887907476,1,0,0
0.7768314480781555,0.0307854320444772,0.0266534907129359,0.0239150917548229,1,0,1
0.0135973561555147,0.0270409006881493,0.0006116313056989,0.0003676847574226,1,0,0
0.0472464077174663,0.0400623248051673,0.0032897074989913,0.0018928009318545,0,0,0
0.0340149067342281,0.0327508637536727,0.0011219955785207,0.0011140175760465,1,0,0
0.0183221586048603,0.0292751171005725,0.0008529046526963,0.0005363833386925,1,0,0
0.0960870757699012,0.0621513512356547,0.006026138991345,0.0059719415953821,1,0,0
0.0505061410367488,0.0079507775008005,0.0006785042669446,0.0004015630898072,1,0,0
0.0118246544152498,0.0225368953264965,0.0004992707238322,0.0002664909988284,1,0,0
0.5004322528839111,0.0527965561924288,0.0482003043210638,0.0264210995598891,0,0,0
0.0579524524509906,0.0028184894135618,0.0007544875887385,0.000163338373723,1,0,0
0.1785567849874496,0.0612688506988223,0.0182975860400924,0.0109399690006577,1,0,0
0.0141921257600188,0.025953402094438,0.0004336430713538,0.0003683339464246,1,0,0
0.0139091918244957,0.02808316929506,0.0006116262717619,0.0003906141887647,0,0,0
0.0140492739155888,0.0272089410899046,0.0004336311189638,0.0003822658663251,1,0,0
0.0776517987251281,0.0061731443373703,0.0006795572156149,0.0004793557615866,1,0,0
0.1704654544591903,0.0287020531929388,0.0059124942031019,0.0048927085414461,1,0,0
0.008107385598123,0.0301324596922428,0.0004320317564923,0.0002442954697449,1,0,0
0.3067965805530548,0.0490048571470181,0.0282009586096676,0.0150345226031961,1,0,0
0.0114749725908041,0.0289938871081981,0.0004320444718257,0.0003327040598674,1,0,0
0.0602700747549533,0.0428487799107129,0.0053288178756984,0.0025824991683772,1,0,0
0.0107511868700385,0.019815991325557,0.0004997599892238,0.0002130454257561,1,0,0
0.4276692867279053,0.0173778093457863,0.0014568906616314,0.0074319553278059,0,0,0
0.3268662393093109,0.0018164891810232,0.0033970609453138,0.0005937489873471,1,0,0
0.4186718463897705,0.0008882619114116,0.0030848124077938,0.0003718902545284,0,0,0
0.0117557141929864,0.0244926147881796,0.0007370466094666,0.0002879281792887,1,0,0
0.011693307198584,0.0231619160158024,0.0004923162683174,0.0002708393992805,0,0,0
0.0113895889371633,0.0245407723238583,0.0005078612889925,0.0002795093089692,1,0,0
0.0132593689486384,0.0250101364798218,0.0007106525910855,0.0003316186270417,1,0,0
0.0571826063096523,0.0067055286019076,0.0006065126899262,0.0003834396021409,1,0,0
0.179552361369133,0.0654156795188056,0.0240707523641775,0.0117455397281679,1,0,0
0.5346574187278748,0.0937694781343964,0.1323327906398538,0.0501345471347963,1,0,0
0.0662885904312133,0.0022341703503954,0.0007427220163936,0.0001481000033109,1,0,0
0.012608072720468,0.0254545184628937,0.000433647820372,0.0003209324198446,1,0,0
0.0091557474806904,0.0296775370775872,0.0004320368370611,0.0002717200353312,1,0,0
0.0171373970806598,0.0221723712308676,0.0005083517364435,0.0003799767300031,1,0,0
0.0961195304989814,0.0487000320347584,0.0060815039110023,0.0046810242144663,1,0,0
0.7722020745277405,0.004011208852112,0.0252533885774641,0.0030974637969649,1,0,0
0.0104173989966511,0.0271777336745856,0.0004977521662637,0.0002831212955128,1,0,0
0.0197514276951551,0.0247899358107424,0.0006434367699962,0.0004896366247334,1,0,0
0.02704200707376,0.0295997845229573,0.0009756230187222,0.0008004375824515,1,0,0
0.0572324655950069,0.0136346127535241,0.0006878093582476,0.0007803425053173,0,0,0
0.0369379259645938,0.0339359134037925,0.0024097976138638,0.0012535222568501,0,0,0
0.0076113422401249,0.0254019353694452,0.0004336483209185,0.0001933428236583,1,0,0
0.0570268034934997,0.0470769576005866,0.0040678500180767,0.0026846484101604,1,0,0
0.0202685240656137,0.0231800844979821,0.0007108199541394,0.0004698261004903,1,0,0
0.0403620116412639,0.0207571537396005,0.0004997503733492,0.0008378004808772,0,0,0
0.0388112552464008,0.0159455765302913,0.0005924547045331,0.0006188678407681,1,0,0
0.041905291378498,0.0109897808079866,0.0014438239841241,0.0004605299669445,1,0,0
0.0263483170419931,0.0174190851747583,0.0005029180352853,0.000458963578766,1,0,0
0.0202450938522815,0.0307370623126348,0.0017713448849525,0.0006222747112627,1,0,0
0.0887576267123222,0.0942957989575863,0.0126465583699324,0.0083694713244176,1,0,0
0.0980331674218177,0.0502050475428052,0.0067211177188759,0.0049217598311841,1,0,0
0.0827314406633377,0.0899145085509976,0.0535187933305962,0.00743875682896,1,0,0
0.0378619730472564,0.0162717038210191,0.0005922036790277,0.0006160788115043,1,0,0
0.0199908502399921,0.0270338621348585,0.0008531210222566,0.0005404298893465,1,0,0
0.0118246544152498,0.0224373658565343,0.0004992717432576,0.000265314097242,1,0,0
0.8622691035270691,0.0518783668701889,0.1267670017222448,0.0447331128936062,1,0,1
0.0114749725908041,0.0290317749151252,0.0004320440487151,0.0003331388214134,1,0,0
0.0126909604296088,0.0516624661282798,0.0049081775769068,0.00065564631333,0,0,0
0.0141921257600188,0.0259625702295882,0.0004336429840785,0.0003684640617516,1,0,0
0.8386558890342712,0.0266215040789321,0.0516348541530539,0.0223262811707463,1,0,0
0.0279593300074338,0.0236773763727429,0.0004992590421337,0.0006620035797157,1,0,0
0.0140207624062895,0.017615679625816,0.000493702627642,0.0002469852586588,1,0,0
0.0086639858782291,0.0222768987650503,0.0004992733868223,0.0001930067363111,1,0,0
0.0201856028288602,0.0258780285135353,0.0008531264466486,0.0005223636055681,1,0,0
0.0894594192504882,0.0492669910047061,0.00843374096004,0.0044073964035,1,0,0
0.0092678908258676,0.0279239088059898,0.0004540505510904,0.0002587957382453,1,0,0
0.0813692286610603,0.0476380539698085,0.0052237378714344,0.0038762717064372,1,0,0
0.0201856028288602,0.0262102760981978,0.0008531248873995,0.0005290702233529,1,0,0
0.0198463518172502,0.0254680052007665,0.0008923761367472,0.0005054469912979,0,0,0
0.02657276019454,0.0198677107430312,0.0004927210335929,0.000527939913189,0,0,0
